,customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,month,year,difference_between_last_purchase_signup,Days since last purchase,purchase_group_by_monthsname
2186,2187,25.0,68600.0,735.9824904822713,Female,North,19.0,Health,12.579699243794584,2021-05-13,2022-05-16,5,2021,368,-1262,2022-05
2189,2190,65.0,86800.0,770.9811156205382,Female,South,5.0,Health,15.55653971088704,2021-03-14,2023-08-28,3,2021,897,-793,2023-08
2190,2191,43.0,101300.0,113.50525545961456,Female,West,12.0,Electronics,17.23929227470097,2022-03-12,2022-05-30,3,2022,79,-1248,2022-05
2191,2192,35.0,81800.0,369.3507455312936,Male,West,19.0,Clothing,51.24386744880165,2021-10-20,2021-12-30,10,2021,71,-1399,2021-12
2192,2193,23.0,104800.0,1912.688281328601,Male,North,47.0,Electronics,77.28813870417251,2022-10-17,2023-02-16,10,2022,122,-986,2023-02
2193,2194,54.0,31100.0,159.40261755697804,Male,South,12.0,Toys,21.907933566752945,2022-03-13,2023-02-13,3,2022,337,-989,2023-02
2195,2196,65.0,43500.0,1016.2947507616624,Male,West,12.0,Toys,54.55342765826151,2022-10-23,2023-03-05,10,2022,133,-969,2023-03
2203,2204,62.0,112500.0,850.5733404778431,Male,West,49.0,Toys,20.66610072307156,2022-09-30,2023-03-27,9,2022,178,-947,2023-03
2206,2207,46.0,110100.0,446.7154579445823,Male,West,45.0,Clothing,82.08317903747576,2021-09-23,2022-06-25,9,2021,275,-1222,2022-06
2207,2208,68.0,36400.0,457.72167457170383,Female,East,5.0,Electronics,57.71304505217814,2021-10-10,2023-07-19,10,2021,647,-833,2023-07
2208,2209,75.0,27000.0,1463.8376780316892,Female,South,25.0,Clothing,22.25848371654308,2022-02-01,2022-11-30,2,2022,302,-1064,2022-11
2212,2213,51.0,113500.0,391.3039013660899,Female,North,33.0,Health,34.27340273637572,2021-11-15,2023-11-09,11,2021,724,-720,2023-11
2214,2215,44.0,113800.0,201.0240123461843,Male,North,37.0,Clothing,90.37325356861923,2021-07-12,2022-11-02,7,2021,478,-1092,2022-11
2217,2218,50.0,52200.0,588.5862349585037,Male,South,11.0,Electronics,1.408128550487853,2021-07-01,2022-04-06,7,2021,279,-1302,2022-04
2221,2222,33.0,56500.0,93.69897504727174,Male,West,21.0,Electronics,53.166247286447934,2021-07-22,2023-09-30,7,2021,800,-760,2023-09
2222,2223,57.0,106500.0,1836.8493785985625,Female,East,20.0,Electronics,35.26165997261374,2022-02-06,2023-02-27,2,2022,386,-975,2023-02
2225,2226,76.0,64100.0,1767.9898621034176,Male,West,47.0,Health,53.46126742964312,2022-10-08,2022-10-18,10,2022,10,-1107,2022-10
2226,2227,76.0,34000.0,956.5213755223424,Female,East,36.0,Toys,88.83219266485685,2021-06-28,2023-09-24,6,2021,818,-766,2023-09
2228,2229,58.0,98600.0,397.3405721040438,Female,East,47.0,Toys,73.91028574658924,2021-01-18,2023-01-06,1,2021,718,-1027,2023-01
2233,2234,70.0,92700.0,695.0766472523673,Female,South,6.0,Electronics,41.6988603283505,2022-01-28,2023-11-15,1,2022,656,-714,2023-11
2234,2235,59.0,61500.0,1801.0352748906937,Female,South,37.0,Electronics,76.42872318372163,2021-10-27,2022-08-29,10,2021,306,-1157,2022-08
2235,2236,53.0,109100.0,1882.94221455614,Male,North,2.0,Toys,39.49749995445172,2021-12-17,2023-10-11,12,2021,663,-749,2023-10
2236,2237,44.0,41200.0,1348.3124762637738,Female,West,12.0,Toys,65.01792222182672,2021-07-06,2023-05-12,7,2021,675,-901,2023-05
2239,2240,24.0,64000.0,1674.3696445965409,Male,South,13.0,Toys,79.75145596054767,2022-02-13,2023-10-08,2,2022,602,-752,2023-10
2241,2242,60.0,66400.0,1554.661964671456,Female,West,31.0,Clothing,25.610706046045607,2021-11-23,2022-08-16,11,2021,266,-1170,2022-08
2242,2243,62.0,112400.0,1251.4347328382842,Male,North,16.0,Clothing,22.244616775986504,2021-07-31,2023-06-11,7,2021,680,-871,2023-06
2244,2245,74.0,67900.0,1701.9504051356514,Female,East,26.0,Clothing,73.71240728133968,2021-04-18,2022-12-08,4,2021,599,-1056,2022-12
2245,2246,68.0,117500.0,1091.5834562271707,Female,North,28.0,Health,88.75092610569176,2021-06-26,2023-12-02,6,2021,889,-697,2023-12
2246,2247,48.0,69300.0,1611.642574772669,Male,South,1.0,Health,23.06484741852892,2022-03-03,2023-01-27,3,2022,330,-1006,2023-01
2249,2250,27.0,23500.0,780.2150776302274,Male,East,37.0,Health,65.78472389213587,2021-09-05,2023-07-16,9,2021,679,-836,2023-07
2252,2253,70.0,28400.0,222.94273179464136,Male,East,36.0,Electronics,74.43049656751953,2022-12-14,2023-11-17,12,2022,338,-712,2023-11
2255,2256,48.0,105000.0,619.8314324223662,Male,South,22.0,Health,29.79492602355025,2021-11-07,2022-12-16,11,2021,404,-1048,2022-12
2256,2257,35.0,56400.0,1494.3020124068903,Male,South,44.0,Clothing,97.8248351872617,2022-01-18,2022-04-02,1,2022,74,-1306,2022-04
2258,2259,19.0,100300.0,1441.3837494928184,Female,West,20.0,Health,11.09317432642898,2021-05-01,2023-04-19,5,2021,718,-924,2023-04
2259,2260,31.0,28700.0,1985.398585936683,Male,South,36.0,Clothing,75.08306250943679,2022-02-11,2022-10-16,2,2022,247,-1109,2022-10
2260,2261,30.0,111100.0,1402.7091831332173,Female,East,33.0,Toys,70.23096566511981,2021-09-02,2022-10-26,9,2021,419,-1099,2022-10
2261,2262,46.0,50100.0,601.7130518955685,Male,West,15.0,Toys,81.11693472424643,2021-03-07,2023-02-04,3,2021,699,-998,2023-02
2262,2263,29.0,25700.0,1350.6640302006165,Female,South,46.0,Electronics,34.35904217333049,2021-08-16,2023-12-27,8,2021,863,-672,2023-12
2264,2265,19.0,22000.0,756.019429540592,Female,East,29.0,Clothing,11.948142837307884,2021-07-13,2022-05-25,7,2021,316,-1253,2022-05
2267,2268,63.0,32300.0,62.96618864557241,Male,West,5.0,Toys,79.73244634002505,2022-10-19,2023-04-18,10,2022,181,-925,2023-04
2268,2269,44.0,85800.0,1269.752394558941,Male,South,31.0,Clothing,67.29823072736481,2022-05-04,2023-09-29,5,2022,513,-761,2023-09
2270,2271,58.0,30800.0,1139.8949849411258,Female,East,35.0,Toys,25.625361419433546,2021-12-20,2022-11-17,12,2021,332,-1077,2022-11
2272,2273,57.0,49000.0,46.75701176624149,Female,East,6.0,Health,33.750557844747256,2022-07-10,2022-08-29,7,2022,50,-1157,2022-08
2273,2274,48.0,90500.0,738.4743176503048,Male,East,26.0,Clothing,46.001976775474965,2021-06-06,2023-12-12,6,2021,919,-687,2023-12
2275,2276,77.0,96700.0,1700.240972759584,Female,South,19.0,Health,64.5971954946431,2021-01-16,2021-12-05,1,2021,323,-1424,2021-12
2276,2277,41.0,57200.0,1779.511385396304,Female,North,7.0,Electronics,94.7344902931878,2021-03-19,2022-01-09,3,2021,296,-1389,2022-01
2277,2278,62.0,104700.0,978.022940665782,Female,North,36.0,Health,10.039591905286104,2021-02-21,2022-08-03,2,2021,528,-1183,2022-08
2278,2279,52.0,91700.0,1462.2765248528876,Male,North,12.0,Health,33.63401228791364,2022-05-29,2022-06-01,5,2022,3,-1246,2022-06
2281,2282,36.0,81800.0,405.0377679809813,Male,West,25.0,Toys,49.54516914414063,2021-05-12,2022-07-24,5,2021,438,-1193,2022-07
2286,2287,49.0,111000.0,1421.3513510586884,Female,North,41.0,Clothing,75.34955614805585,2022-02-14,2023-01-19,2,2022,339,-1014,2023-01
2289,2290,77.0,32900.0,864.0694804587833,Male,West,1.0,Electronics,5.890866106566605,2021-02-20,2023-03-16,2,2021,754,-958,2023-03
2290,2291,32.0,59100.0,895.8242069394266,Female,West,41.0,Clothing,57.87178554398685,2021-04-05,2021-06-19,4,2021,75,-1593,2021-06
2294,2295,39.0,60200.0,1745.547312679629,Female,East,15.0,Health,30.58315291184129,2021-12-21,2022-03-27,12,2021,96,-1312,2022-03
2296,2297,37.0,50700.0,1958.260721117401,Female,North,22.0,Clothing,21.91998033894046,2021-07-24,2023-02-19,7,2021,575,-983,2023-02
2298,2299,53.0,67900.0,549.1721965911822,Female,West,16.0,Clothing,51.81339133443375,2021-09-13,2022-01-02,9,2021,111,-1396,2022-01
2300,2301,21.0,29400.0,206.9070022896412,Male,West,36.0,Health,51.69985832126177,2022-06-17,2023-03-31,6,2022,287,-943,2023-03
2301,2302,44.0,62100.0,268.897694893989,Female,West,20.0,Toys,9.947214991950148,2021-02-10,2021-08-27,2,2021,198,-1524,2021-08
2303,2304,29.0,79200.0,1529.640153439418,Male,North,3.0,Electronics,56.55235303815722,2021-10-04,2022-12-05,10,2021,427,-1059,2022-12
2305,2306,34.0,34700.0,1336.3396216182164,Female,West,2.0,Electronics,20.46928295829813,2021-03-12,2022-06-25,3,2021,470,-1222,2022-06
2306,2307,27.0,47100.0,228.33471937157609,Male,North,35.0,Health,77.62250528720227,2021-09-27,2022-09-25,9,2021,363,-1130,2022-09
2309,2310,39.0,64000.0,1615.412558220796,Female,East,2.0,Clothing,31.199861440918376,2021-11-04,2023-05-19,11,2021,561,-894,2023-05
2310,2311,43.0,92400.0,1653.992359971318,Male,North,20.0,Health,92.152685639754,2022-03-03,2022-06-07,3,2022,96,-1240,2022-06
2311,2312,73.0,115500.0,1739.0420900423785,Female,South,34.0,Electronics,53.657701778343416,2021-07-18,2022-10-13,7,2021,452,-1112,2022-10
2312,2313,76.0,20800.0,839.9803988666148,Male,East,34.0,Clothing,69.61735148560209,2021-03-17,2023-08-17,3,2021,883,-804,2023-08
2314,2315,67.0,24500.0,551.1357106661753,Male,South,25.0,Health,4.033598753275214,2022-06-09,2023-05-07,6,2022,332,-906,2023-05
2317,2318,46.0,25000.0,40.0265746884549,Female,South,14.0,Toys,68.76805411799019,2021-03-26,2023-03-29,3,2021,733,-945,2023-03
2320,2321,76.0,64000.0,904.6316794862588,Female,West,43.0,Electronics,65.41174841780108,2022-01-06,2023-12-15,1,2022,708,-684,2023-12
2323,2324,78.0,62300.0,1840.877117895587,Female,East,12.0,Health,85.45050923182005,2021-01-01,2022-08-05,1,2021,581,-1181,2022-08
2324,2325,29.0,43200.0,636.1655808519382,Male,East,48.0,Health,56.39461282688776,2022-01-12,2022-09-21,1,2022,252,-1134,2022-09
2326,2327,46.0,71800.0,1699.9947756688046,Male,North,2.0,Clothing,30.724225074957413,2022-09-27,2022-12-22,9,2022,86,-1042,2022-12
2327,2328,28.0,61200.0,1813.917760667839,Male,North,16.0,Health,37.19549577376997,2021-07-19,2023-10-31,7,2021,834,-729,2023-10
2330,2331,64.0,71800.0,528.6902836907409,Male,West,43.0,Health,59.24394500789349,2022-02-02,2022-07-03,2,2022,151,-1214,2022-07
2334,2335,28.0,58800.0,139.01494103522373,Male,North,24.0,Toys,76.51013501700132,2022-08-17,2023-08-31,8,2022,379,-790,2023-08
2336,2337,40.0,45400.0,1238.593812361124,Male,West,37.0,Clothing,2.873969697212264,2021-02-10,2022-09-27,2,2021,594,-1128,2022-09
2337,2338,43.0,116400.0,401.5283674920766,Male,South,39.0,Electronics,17.078295878214465,2021-01-03,2022-01-17,1,2021,379,-1381,2022-01
2339,2340,63.0,96900.0,1361.3774413951471,Female,East,14.0,Electronics,76.39555303101378,2021-02-28,2022-12-06,2,2021,646,-1058,2022-12
2340,2341,51.0,57600.0,1061.0252666327865,Male,West,23.0,Toys,70.66941640165982,2022-02-11,2022-05-12,2,2022,90,-1266,2022-05
2341,2342,46.0,57000.0,1441.8414411529243,Male,East,16.0,Toys,61.608811912982816,2021-01-18,2023-05-02,1,2021,834,-911,2023-05
2342,2343,21.0,68000.0,1171.278816898676,Male,South,21.0,Clothing,88.48588964833388,2022-05-09,2022-12-08,5,2022,213,-1056,2022-12
2343,2344,34.0,26500.0,1896.5837724236533,Male,East,4.0,Clothing,24.71487836563663,2022-05-23,2023-12-09,5,2022,565,-690,2023-12
2346,2347,58.0,22400.0,363.8698411695929,Male,East,14.0,Toys,43.4259760186864,2021-06-18,2022-06-10,6,2021,357,-1237,2022-06
2347,2348,56.0,69700.0,1386.5387197965777,Female,West,19.0,Electronics,9.438620042016888,2022-11-03,2023-12-03,11,2022,395,-696,2023-12
2348,2349,32.0,108000.0,1298.2798280446211,Female,South,5.0,Health,72.6559908189525,2022-11-12,2023-01-22,11,2022,71,-1011,2023-01
2351,2352,46.0,111900.0,1026.5438653778926,Female,North,45.0,Toys,16.369028390380315,2022-05-20,2023-04-16,5,2022,331,-927,2023-04
2352,2353,28.0,47000.0,1983.826949077988,Female,South,18.0,Clothing,53.95151135743653,2021-12-12,2022-05-02,12,2021,141,-1276,2022-05
2356,2357,64.0,65100.0,1304.4955749739538,Male,East,21.0,Health,8.475531344672804,2021-03-28,2021-12-17,3,2021,264,-1412,2021-12
2357,2358,31.0,100000.0,1459.9915714958197,Female,East,47.0,Clothing,46.47403095122474,2021-04-05,2023-01-31,4,2021,666,-1002,2023-01
2358,2359,37.0,47200.0,1274.833092636866,Male,East,30.0,Electronics,84.29045586137929,2022-03-04,2023-05-13,3,2022,435,-900,2023-05
2360,2361,28.0,44200.0,897.0430012809069,Female,West,4.0,Health,76.48619871874375,2022-03-26,2023-12-02,3,2022,616,-697,2023-12
2361,2362,44.0,108000.0,1131.6479883075865,Female,North,5.0,Toys,18.342741561245635,2022-09-18,2023-10-27,9,2022,404,-733,2023-10
2363,2364,34.0,113400.0,898.4185826211732,Female,West,45.0,Health,91.55373999304496,2022-12-16,2023-06-30,12,2022,196,-852,2023-06
2364,2365,79.0,28100.0,1839.119663512418,Female,East,10.0,Electronics,32.39280815657698,2021-01-02,2021-12-04,1,2021,336,-1425,2021-12
2365,2366,61.0,85000.0,891.9409615899172,Male,North,27.0,Electronics,90.04116380886182,2021-03-19,2023-12-29,3,2021,1015,-670,2023-12
2367,2368,45.0,53700.0,1596.645652226746,Female,North,30.0,Health,31.68051331656575,2021-04-08,2022-06-23,4,2021,441,-1224,2022-06
2368,2369,46.0,29300.0,1174.4740151558444,Female,South,13.0,Toys,89.65082351115315,2022-09-21,2023-01-07,9,2022,108,-1026,2023-01
2369,2370,38.0,62300.0,1921.2317833179927,Male,East,36.0,Toys,3.203726676972818,2021-04-20,2022-03-19,4,2021,333,-1320,2022-03
2370,2371,64.0,67700.0,1327.464944417973,Female,North,21.0,Clothing,2.801885127281045,2022-11-10,2023-07-13,11,2022,245,-839,2023-07
2374,2375,37.0,109300.0,612.5118701351176,Female,West,15.0,Toys,7.946950335160552,2021-12-03,2022-01-03,12,2021,31,-1395,2022-01
2376,2377,36.0,75700.0,432.3897968040207,Female,East,20.0,Electronics,70.30635376375156,2021-01-22,2022-10-18,1,2021,634,-1107,2022-10
2384,2385,55.0,54700.0,1598.726875186926,Female,South,13.0,Health,31.561362602122067,2022-01-12,2023-05-03,1,2022,476,-910,2023-05
2386,2387,51.0,52200.0,1777.1345476899255,Male,East,5.0,Toys,96.96597465027033,2022-08-15,2023-06-09,8,2022,298,-873,2023-06
2388,2389,52.0,78900.0,685.9645388968522,Female,South,13.0,Electronics,13.639003964285845,2021-02-24,2023-05-20,2,2021,815,-893,2023-05
2390,2391,42.0,97300.0,223.75207491716125,Male,West,31.0,Clothing,92.96652663004484,2021-02-03,2022-12-27,2,2021,692,-1037,2022-12
2391,2392,41.0,40200.0,1465.6577717973214,Male,West,20.0,Health,60.07136437018746,2021-11-25,2022-01-24,11,2021,60,-1374,2022-01
2392,2393,29.0,64400.0,786.7471754428805,Female,South,8.0,Clothing,63.45189544062468,2022-03-30,2023-08-02,3,2022,490,-819,2023-08
2394,2395,32.0,109800.0,995.9346454575134,Female,East,21.0,Clothing,15.308481884140823,2022-03-06,2022-04-20,3,2022,45,-1288,2022-04
2395,2396,61.0,61100.0,378.131558362166,Female,East,20.0,Clothing,97.34688964947394,2022-04-21,2023-01-26,4,2022,280,-1007,2023-01
2396,2397,33.0,40000.0,1474.828386483582,Male,North,15.0,Toys,36.43293847285948,2021-05-05,2022-08-26,5,2021,478,-1160,2022-08
2397,2398,44.0,106600.0,519.2450325611082,Female,West,26.0,Health,62.824042594226256,2022-06-07,2023-07-15,6,2022,403,-837,2023-07
2398,2399,25.0,56000.0,991.8043965107248,Male,South,42.0,Toys,46.86160204999928,2022-04-27,2023-10-27,4,2022,548,-733,2023-10
2399,2400,77.0,55800.0,169.55587293067708,Female,North,11.0,Electronics,46.818097976484495,2021-11-13,2023-03-04,11,2021,476,-970,2023-03
2400,2401,63.0,54700.0,1243.3759757358328,Female,East,37.0,Electronics,70.27443721197214,2021-05-02,2022-02-16,5,2021,290,-1351,2022-02
2401,2402,42.0,55800.0,1338.398377108229,Female,North,41.0,Clothing,99.46622988722544,2022-07-01,2022-10-24,7,2022,115,-1101,2022-10
2403,2404,46.0,113600.0,1909.7571050357265,Female,South,27.0,Toys,79.40591315727352,2021-11-09,2023-02-25,11,2021,473,-977,2023-02
2404,2405,70.0,96600.0,1750.8544645344955,Female,West,30.0,Toys,2.761605726227012,2022-05-02,2022-08-08,5,2022,98,-1178,2022-08
2405,2406,25.0,37400.0,1421.7230131651895,Male,East,19.0,Health,81.04273690648182,2022-10-13,2023-08-17,10,2022,308,-804,2023-08
2409,2410,67.0,86100.0,412.44840516632894,Female,North,1.0,Health,67.98748141696267,2021-03-18,2023-12-23,3,2021,1010,-676,2023-12
2410,2411,69.0,64600.0,305.1263833612478,Male,South,3.0,Toys,99.761683604055,2022-08-03,2023-02-19,8,2022,200,-983,2023-02
2412,2413,20.0,46100.0,1252.304344316885,Female,South,28.0,Toys,26.23481500667757,2021-08-24,2021-09-22,8,2021,29,-1498,2021-09
2415,2416,70.0,79100.0,1215.7624784512102,Male,North,5.0,Clothing,6.50392993507033,2022-02-10,2023-09-19,2,2022,586,-771,2023-09
2416,2417,41.0,59200.0,118.19514627577053,Female,South,49.0,Health,39.93308329271872,2021-08-31,2023-07-07,8,2021,675,-845,2023-07
2417,2418,77.0,52900.0,207.4683611994942,Male,North,15.0,Electronics,66.62349040057875,2022-04-06,2023-01-18,4,2022,287,-1015,2023-01
2420,2421,37.0,37000.0,1209.2011257906215,Female,North,14.0,Health,20.022394040730664,2021-08-08,2023-05-07,8,2021,637,-906,2023-05
2422,2423,32.0,58800.0,1448.0244456478547,Female,East,8.0,Clothing,74.41995248606165,2021-04-11,2023-08-10,4,2021,851,-811,2023-08
2427,2428,34.0,87200.0,1768.7222447887448,Female,North,29.0,Electronics,15.80423197763735,2021-11-27,2021-11-28,11,2021,1,-1431,2021-11
2428,2429,79.0,96600.0,1897.4330433512732,Female,West,41.0,Clothing,67.14508191554378,2021-08-25,2023-07-01,8,2021,675,-851,2023-07
2429,2430,61.0,26900.0,983.7670757375848,Female,East,11.0,Electronics,23.7184461547264,2021-12-05,2023-12-02,12,2021,727,-697,2023-12
2434,2435,65.0,73000.0,1894.2651741011107,Female,West,26.0,Health,42.63349054403459,2022-12-29,2023-03-22,12,2022,83,-952,2023-03
2435,2436,74.0,104500.0,1458.0809307302595,Female,East,37.0,Electronics,99.9352929870033,2021-08-06,2023-01-18,8,2021,530,-1015,2023-01
2436,2437,77.0,80600.0,454.9706240841361,Female,West,48.0,Health,43.58282342202101,2022-01-11,2023-08-17,1,2022,583,-804,2023-08
2437,2438,39.0,92100.0,909.1851174987046,Female,North,9.0,Health,14.93794786378264,2021-01-12,2023-11-23,1,2021,1045,-706,2023-11
2439,2440,70.0,119200.0,1103.1847220185157,Male,East,32.0,Clothing,74.25931846422301,2021-03-24,2023-10-17,3,2021,937,-743,2023-10
2447,2448,25.0,71900.0,732.3830384962206,Female,West,13.0,Health,57.5910758368637,2021-05-21,2021-06-22,5,2021,32,-1590,2021-06
2448,2449,38.0,32300.0,823.5079425565377,Male,North,43.0,Toys,0.4648168925280638,2022-12-21,2023-01-30,12,2022,40,-1003,2023-01
2451,2452,35.0,99000.0,551.6397361606139,Female,East,42.0,Clothing,14.49920420027052,2022-04-01,2022-09-07,4,2022,159,-1148,2022-09
2458,2459,62.0,86500.0,491.6546822417199,Male,East,38.0,Clothing,28.168183364816837,2021-07-29,2023-06-26,7,2021,697,-856,2023-06
2459,2460,42.0,47600.0,789.576006328482,Female,East,48.0,Toys,31.5325355380146,2021-04-22,2022-11-03,4,2021,560,-1091,2022-11
2462,2463,55.0,119600.0,834.4339748558489,Female,North,3.0,Clothing,54.79009569871091,2021-02-18,2021-11-13,2,2021,268,-1446,2021-11
2463,2464,58.0,63400.0,307.54553943219315,Female,East,38.0,Electronics,70.73449591910563,2021-11-27,2023-03-04,11,2021,462,-970,2023-03
2464,2465,25.0,44100.0,1058.1435779134397,Male,North,4.0,Electronics,27.188424526288568,2021-12-31,2022-07-30,12,2021,211,-1187,2022-07
2465,2466,28.0,95600.0,1926.6568294042868,Female,East,36.0,Toys,93.84129454447589,2021-01-11,2021-04-01,1,2021,80,-1672,2021-04
2466,2467,39.0,57800.0,1223.217569280606,Male,East,4.0,Clothing,66.56975480739203,2021-07-07,2023-12-02,7,2021,878,-697,2023-12
2467,2468,68.0,46000.0,1967.1066965119337,Male,North,42.0,Toys,4.713930826982504,2022-05-24,2023-01-31,5,2022,252,-1002,2023-01
2468,2469,41.0,69200.0,1685.3924716989627,Female,East,9.0,Electronics,13.573753126091392,2022-08-03,2023-02-09,8,2022,190,-993,2023-02
2470,2471,34.0,42900.0,1323.631198846543,Male,North,17.0,Health,24.49573639934497,2021-03-31,2021-04-19,3,2021,19,-1654,2021-04
2471,2472,29.0,20300.0,587.7984175646096,Female,South,17.0,Clothing,73.06773700294364,2022-09-14,2023-07-17,9,2022,306,-835,2023-07
2472,2473,74.0,36600.0,1128.0413741765533,Female,North,33.0,Clothing,8.89352447554681,2022-11-07,2023-12-24,11,2022,412,-675,2023-12
2477,2478,71.0,86700.0,1750.7360536911444,Male,South,43.0,Electronics,95.705629648031,2021-03-15,2023-08-23,3,2021,891,-798,2023-08
2478,2479,39.0,100800.0,80.30645997958368,Male,West,3.0,Clothing,24.43158919686824,2021-09-08,2023-08-23,9,2021,714,-798,2023-08
2479,2480,45.0,40900.0,199.9355459719038,Female,South,24.0,Health,90.50996212676428,2022-03-26,2022-10-15,3,2022,203,-1110,2022-10
2482,2483,27.0,91300.0,1499.5275533183094,Female,South,22.0,Electronics,76.49393184016161,2021-10-23,2022-10-01,10,2021,343,-1124,2022-10
2483,2484,57.0,39300.0,434.6469882272714,Female,South,25.0,Electronics,50.65693120572092,2021-10-25,2023-03-02,10,2021,493,-972,2023-03
2484,2485,49.0,56000.0,1083.425242068405,Male,East,10.0,Electronics,81.45787260026688,2021-11-24,2023-11-28,11,2021,734,-701,2023-11
2485,2486,67.0,53500.0,1479.6940626711837,Female,West,49.0,Health,83.61930977524904,2021-10-29,2021-11-29,10,2021,31,-1430,2021-11
2487,2488,50.0,22200.0,953.9635584445948,Male,West,40.0,Electronics,40.03445182163753,2021-12-04,2023-12-09,12,2021,735,-690,2023-12
2490,2491,50.0,36200.0,1817.346584477651,Male,East,39.0,Toys,86.6943495941869,2022-07-07,2023-07-13,7,2022,371,-839,2023-07
2492,2493,30.0,110100.0,1476.2177866234126,Female,East,9.0,Health,59.35677567490424,2021-05-12,2022-04-20,5,2021,343,-1288,2022-04
